Code,Name
090710,휴림로봇
027360,아주IB투자
000815,삼성화재우
003380,하림지주
491000,리브스메드
006110,삼아알미늄
295310,에이치브이엠
093370,후성
012630,HDC
065350,신성델타테크
085660,차바이오텍
195940,HK이노엔
082640,동양생명
466100,클로봇
415640,KB발해인프라
388720,유일로보틱스
000080,하이트진로
281740,레이크머티리얼즈
001820,삼화콘덴서
458870,씨어스
038500,삼표시멘트
328130,루닛
204270,제이앤티씨
089860,롯데렌탈
456040,OCI
000210,DL
356860,티엘비
300720,한일시멘트
048410,현대바이오
161580,필옵틱스
003090,대웅
496320,본시스템즈
185750,종근당
115180,큐리언트
137400,피엔티
183300,코미코
003470,유안타증권
388210,씨엠티엑스
100090,SK오션플랜트
003240,태광산업
083450,GST
071055,한국금융지주우
330590,롯데리츠
009450,경동나비엔
124500,아이티센글로벌
280360,롯데웰푸드
005300,롯데칠성
036830,솔브레인홀딩스
056190,에스에프에이
090460,비에이치
439960,코스모로보틱스
160190,하이젠알앤엠
057050,현대홈쇼핑
000670,영풍
298050,HS효성첨단소재
033790,피노
050890,쏠리드
00088K,한화3우B
126340,비나텍
033100,제룡전기
222080,씨아이에스
365550,ESR켄달스퀘어리츠
192400,쿠쿠홀딩스
499790,GS피앤엘
358570,지아이이노베이션
137310,에스디바이오센서
213420,덕산네오룩스
456160,지투지바이오
074600,원익QnC
293490,카카오게임즈
006340,대원전선
033640,네패스
035760,CJ ENM
005690,파미셀
248070,솔루엠
108320,LX세미콘
030190,NICE평가정보
086450,동국제약
486990,노타
252990,샘씨엔에스
033240,자화전자
376900,로킷헬스케어
094170,동운아나텍
010780,아이에스동서
006650,대한유화
014620,성광벤드
046890,서울반도체
036530,SNT홀딩스
006120,SK디스커버리
075580,세진중공업
122870,와이지엔터테인먼트
079900,전진건설로봇
214320,이노션
348370,엔켐
003160,디아이
336370,솔루스첨단소재
071320,지역난방공사
025540,한국단자
056080,유진로봇
037460,삼지전자
121600,나노신소재
253450,스튜디오드래곤
004490,세방전지
451800,한화리츠
241710,코스메카코리아
032190,다우데이타
052020,에스티큐브
064960,SNT모티브
023160,태광
336570,원텍
476060,온코닉테라퓨틱스
171090,선익시스템
059090,미코
100840,SNT에너지
001510,SK증권
006730,서부T&D
003850,보령
002020,코오롱
079160,CJ CGV
052400,코나아이
285130,SK케미칼
053610,프로텍
009240,한샘
365340,성일하이텍
000370,한화손해보험
114090,GKL
348210,넥스틴
005090,SGC에너지
036810,에프에스티
077360,덕산하이메탈
174900,앱클론
00104K,CJ4우(전환)
178920,PI첨단소재
102940,코오롱생명과학
389470,인벤티지랩
044490,태웅
060250,NHN KCP
225570,넥슨게임즈
327260,RF머트리얼즈
058650,세아홀딩스
002350,넥센타이어
053800,안랩
033160,엠케이전자
005880,대한해운
069260,TKG휴켐스
112040,위메이드
009520,포스코엠텍
317450,명인제약
005180,빙그레
383310,에코프로에이치엔
293940,신한알파리츠
001680,대상
399720,가온칩스
007700,F&F홀딩스
102710,이엔에프테크놀로지
001270,부국증권
249420,일동제약
008060,대덕
003620,KG모빌리티
093050,LF
001570,금양
253590,네오셈
089890,코세스
484870,엠앤씨솔루션
002960,한국쉘석유
086900,메디톡스
348340,뉴로메카
006380,카프로
383800,LX홀딩스
425420,티에프이
082270,젬백스
001060,JW중외제약
017940,E1
014820,동원시스템즈
000400,롯데손해보험
003030,세아제강지주
001500,현대차증권
033500,동성화인텍
272290,이녹스첨단소재
005389,현대차3우B
000640,동아쏘시오홀딩스
002840,미원상사
356680,엑스게이트
122640,예스티
041830,인바디
089010,켐트로닉스
067160,SOOP
475960,토모큐브
017900,광전자
045100,한양이엔지
104830,원익머트리얼즈
015750,성우하이텍
019210,와이지-원
005810,풍산홀딩스
448900,한국피아이엠
161000,애경케미칼
093320,케이아이엔엑스
376300,디어유
453340,현대그린푸드
452260,한화갤러리아
039130,하나투어
016380,KG스틸
460930,현대힘스
064290,인텍플러스
278280,천보
368770,파이버프로
214430,아이쓰리시스템
035890,서희건설
092190,서울바이오시스
003545,대신증권우
003300,한일홀딩스
005250,녹십자홀딩스
002240,고려제강
042000,카페24
041960,코미팜
200710,에이디테크놀로지
031430,신세계인터내셔날
170920,엘티씨
005420,코스모화학
460860,동국제강
230360,에코마케팅
009410,태영건설
271940,일진하이솔루스
332570,PS일렉트로닉스
041190,우리기술투자
019170,신풍제약
268280,미원에스씨
284740,쿠쿠홈시스
290550,디케이티
330860,네패스아크
393890,더블유씨피
138080,오이솔루션
001530,DI동일
020000,한섬
377740,바이오노트
024850,HLB이노베이션
005945,NH투자증권우
217590,티엠씨
452280,한선엔지니어링
0011T0,채비
025980,아난티
014830,유니드
094800,맵스리얼티
030520,한글과컴퓨터
125490,한라캐스트
085910,네오티스
009900,명신산업
003280,흥아해운
016610,DB증권
011930,신성이엔지
060280,큐렉소
477850,마키나락스
099190,아이센스
211050,인카금융서비스
034310,NICE
372320,큐로셀
039440,에스티아이
000157,두산2우B
001200,유진투자증권
034950,한국기업평가
340570,티앤엘
008730,율촌화학
078350,한양디지텍
230240,에치에프알
078160,메디포스트
025320,시노펙스
199800,툴젠
003000,부광약품
145990,삼양사
493280,아이엠바이오로직스
018290,브이티
448730,삼성FN리츠
036620,감성코퍼레이션
251970,펌텍코리아
168360,펨트론
006910,보성파워텍
130660,한전산업
101930,인화정공
069540,빛과전자
004690,삼천리
381970,케이카
425040,티이엠씨
064260,다날
006405,삼성SDI우
000070,삼양홀딩스
025900,동화기업
389500,에스비비테크
095660,네오위즈
079940,가비아
101160,월덱스
072710,농심홀딩스
107640,한중엔시에스
013030,하이록코리아
455900,엔젤로보틱스
403550,쏘카
468530,프로티나
110990,디아이티
004700,조광피혁
354320,알멕
027410,BGF
950210,프레스티지바이오파마
098070,한텍
241770,메카로
0120G0,삼양바이오팜
042520,한스바이오메드
215200,메가스터디교육
117730,티로보틱스
012030,DB
394280,오픈엣지테크놀로지
060980,HL홀딩스
092200,디아이씨
015360,INVENI
010820,퍼스텍
145720,덴티움
287840,인투셀
029530,신도리코
090435,아모레퍼시픽우
417310,코람코더원리츠
456010,아이씨티케이
254490,미래반도체
004710,한솔테크닉스
067630,HLB생명과학
306200,세아제강
002810,삼영무역
02826K,삼성물산우B
080580,오킨스전자
092870,엑시콘
105840,우진
078130,국일제지
357120,코람코라이프인프라리츠
144960,뉴파워프라즈마
047920,HLB제약
187660,페니트리움바이오
065680,우주일렉트로
006220,제주은행
017810,풀무원
015860,일진홀딩스
084110,휴온스글로벌
215600,신라젠
078020,LS증권
114810,한솔아이원스
079370,제우스
097520,엠씨넥스
170900,동아에스티
344820,KCC글라스
265520,AP시스템
206650,유바이오로직스
092790,넥스틸
016590,신대양제지
417840,저스템
052710,아모텍
232530,이엠티
160980,싸이맥스
002710,TCC스틸
089590,제주항공
005610,삼립
376270,HEM파마
003800,에이스침대
200470,에이팩트
304360,에스바이오메딕스
179900,유티아이
029460,케이씨
183190,아세아시멘트
126720,수산인더스트리
452430,사피엔반도체
119850,지엔씨에너지
389650,넥스트바이오메디컬
200880,서연이화
234340,헥토파이낸셜
488900,비츠로넥스텍
002030,아세아
482630,삼양엔씨켐
241520,DSC인베스트먼트
286940,롯데이노베이트
010690,화신
036200,유니셈
092230,KPX홀딩스
243070,휴온스
445090,에이직랜드
105630,한세실업
441270,파인엠텍
317330,덕산테코피아
058430,포스코스틸리온
064820,케이프
091700,파트론
187870,디바이스
424870,이뮨온시아
192650,드림텍
011760,현대코퍼레이션
101730,위메이드맥스
219130,타이거일렉
025860,남해화학
069080,웹젠
484590,삼양컴텍
203650,드림시큐리티
078340,컴투스
094360,칩스앤미디어
475400,씨메스로보틱스
091810,트리니티항공
084690,대상홀딩스
204620,글로벌텍스프리
092460,한라IMS
009290,광동제약
089980,상아프론테크
126560,현대퓨처넷
005950,이수화학
236200,슈프리마
036890,진성티이씨
042370,비츠로테크
005720,넥센
086390,유니테스트
378340,필에너지
049070,인탑스
365270,큐라클
016800,퍼시스
274090,켄코아에어로스페이스
000650,천일고속
018250,애경산업
099430,바이오플러스
073490,LIG아큐버
009160,SIMPAC
355150,코스텍시스
194370,제이에스코퍼레이션
018310,삼목에스폼
046970,우리로
078520,에이블씨엔씨
228760,지노믹트리
450950,아스테라시스
136480,하림
001940,KISCO홀딩스
104700,한국철강
025770,한국정보통신
200130,콜마비앤에이치
001390,KG케미칼
298830,슈어소프트테크
314930,바이오다인
448280,에코아이
034830,한국토지신탁
200670,휴메딕스
003720,삼영
061970,LB세미콘
058970,엠로
0082N0,카나프테라퓨틱스
036170,에이치엠넥스
024720,콜마홀딩스
112290,와이씨켐
078150,HB테크놀러지
002310,아세아제지
272450,진에어
036800,나이스정보통신
051500,CJ프레시웨이
000430,대원강업
084010,대한제강
007690,국도화학
033270,유나이티드제약
108670,LX하우시스
001750,한양증권
035810,이지홀딩스
462350,이노스페이스
017860,DS단석
215000,골프존
900290,GRT
064850,에프앤가이드
043150,바텍
900140,엘브이엠씨홀딩스
307180,아이엘
041920,메디아나
061090,세나테크놀로지
084850,아이티엠반도체
180400,DXVX
001230,동국홀딩스
017390,서울가스
352480,씨앤씨인터내셔널
096760,JW홀딩스
003920,남양유업
357880,SKAI
054950,제이브이엠
144510,지씨셀
026890,스틱인베스트먼트
220100,퓨쳐켐
092730,네오팜
459510,나우로보틱스
023410,유진기업
0001A0,덕양에너젠
065660,안트로젠
036710,심텍홀딩스
053030,바이넥스
002900,TYM
011500,한농화성
123890,한국자산신탁
005680,삼영전자
194700,노바렉스
478340,나라스페이스테크놀로지
001340,PKC
035600,KG이니시스
242040,나무기술
416180,신성에스티
037710,광주신세계
309710,아이티켐
108860,셀바스AI
019010,베뉴지
394800,쓰리빌리언
005010,휴스틸
060720,KH바텍
182400,엔케이젠바이오텍코리아
318060,그래피
314130,지놈앤컴퍼니
389020,자람테크놀로지
114190,강원에너지
091580,상신이디피
014940,오리엔탈정공
005500,삼진제약
322310,오로스테크놀로지
051360,토비스
002320,한진
043370,피에이치에이
004360,세방
121800,비덴트
046120,오르비텍
125020,티씨머티리얼즈
389260,대명에너지
267980,매일유업
243840,신흥에스이씨
0015G0,그린광학
217730,강스템바이오텍
377460,큐에이드
950170,JTC
382900,범한퓨얼셀
0030R0,대신밸류리츠
093520,매커스
251370,와이엠티
0008Z0,에스엔시스
128820,대성산업
005430,한국공항
001250,GS글로벌
308430,셀비온
003120,일성아이에스
122900,아이마켓코리아
084990,헬릭스미스
151860,KG에코솔루션
272110,케이엔제이
017890,한국알콜
010580,에스엠벡셀
451760,컨텍
100120,뷰웍스
000680,LS네트웍스
474650,링크솔루션
290690,소룩스
394420,리센스메디컬
088800,에이스테크
094480,갤럭시아머니트리
012860,모베이스전자
098120,마이크로컨텍솔
003960,사조대림
099440,스맥
004430,송원산업
419530,SAMG엔터
034120,SBS
018000,유니슨
088260,이리츠코크렙
095500,미래나노텍
037270,YG PLUS
003200,일신방직
054210,이랜텍
067390,아스트
475560,더본코리아
199820,제일일렉트릭
190510,나무가
115450,HLB테라퓨틱스
357550,석경에이티
338840,와이바이오로직스
012210,삼미금속
294570,쿠콘
472850,폰드그룹
023760,한국캐피탈
334890,이지스밸류플러스리츠
000490,대동
304100,솔트룩스
348950,제이알글로벌리츠
206640,바디텍메드
136490,선진
003520,영진약품
006805,미래에셋증권우
494120,큐리오시스
003070,코오롱글로벌
000320,노루홀딩스
051370,인터플렉스
402030,코난테크놀로지
003555,LG우
159010,아스플로
049630,재영솔루텍
03473K,SK우
101360,에코앤드림
000050,경방
439090,마녀공장
009470,삼화전기
036030,케이티알파
001460,BYC
035510,신세계 I&C
000540,흥국화재
138610,나이벡
030210,다올투자증권
134380,미원화학
210980,SK디앤디
461300,아이스크림미디어
044450,KSS해운
007160,사조산업
0007C0,아크릴
484810,티엑스알로보틱스
000480,CR홀딩스
010955,S-Oil우
067080,대화제약
053300,한국정보인증
009680,모토닉
382800,지앤비에스 에코
232680,라온로보틱스
025000,KPX케미칼
402490,그린리소스
011560,세보엠이씨
123860,아나패스
432720,퀄리타스반도체
432320,KB스타리츠
051905,LG생활건강우
226320,잇츠한불
064550,바이오니아
418550,제이오
0088M0,메쥬
001630,종근당홀딩스
464080,에스오에스랩
065710,서호전기
244920,에이플러스에셋
003650,미창석유
092070,디엔에프
033920,무학
037560,LG헬로비전
045390,대아티아이
008490,서흥
013120,동원개발
255220,SG
001790,대한제당
004980,성신양회
068930,디지털대성
241590,화승엔터프라이즈
119610,인터로조
053210,스카이라이프
417010,나노팀
004560,현대비앤지스틸
457550,우진엔텍
032580,피델릭스
053690,한미글로벌
004380,삼익THK
380540,옵티코어
083310,엘오티베큠
035150,백산
092220,KEC
126600,BGF에코머티리얼즈
353810,이지바이오
001780,알루코
034810,해성산업
214180,헥토이노베이션
377190,디앤디플랫폼리츠
256840,한국비엔씨
117580,대성에너지
054450,텔레칩스
405100,큐알티
404990,신한서부티엔디리츠
005710,대원산업
039570,HDC랩스
211270,AP위성
446540,메가터치
339770,교촌에프앤비
149950,아바텍
126730,코칩
308080,바이젠셀
487570,HS효성
013890,지누스
001130,대한제분
001080,만호제강
007860,서연
094820,일진파워
095570,AJ네트웍스
102120,어보브반도체
033530,SJG세종
418420,라온텍
199430,케이엔알시스템
462860,더즌
042600,새로닉스
372170,윤성에프앤씨
003220,대원제약
052330,코텍
298690,에어부산
078070,유비쿼스홀딩스
216080,제테마
036560,KZ정밀
004310,현대약품
192440,슈피겐코리아
003547,대신증권2우B
102260,동성케미컬
039830,오로라
041020,폴라리스오피스
138360,앤로보틱스
066620,국보디자인
016580,환인제약
121440,골프존홀딩스
003350,한국화장품제조
237880,클리오
083930,아바코
122990,와이솔
036190,금화피에스시
264850,이랜시스
126700,하이비젼시스템
028100,동아지질
474170,루미르
194480,데브시스터즈
100250,진양홀딩스
039840,디오
016790,현대사료
000140,하이트진로홀딩스
123330,제닉
321550,티움바이오
488280,에스투더블유
086820,바이오솔루션
012200,계양전기
108380,대양전기공업
119830,아이텍
003610,방림
001045,CJ우
102460,이연제약
484120,도우인시스
489500,엘케이켐
950140,잉글우드랩
013580,계룡건설
452450,피아이이
024060,흥구석유
361390,제노코
123410,코리아에프티
000390,SP삼화
270660,에브리봇
176750,듀켐바이오
024840,KBI메탈
031440,신세계푸드
002150,도화엔지니어링
146320,비씨엔씨
264450,유비쿼스
481070,에이유브랜즈
039860,나노엔텍
024800,유성티엔에스
008350,남선알미늄
377450,리파인
371950,풍원정밀
234080,JW생명과학
003460,유화증권
012610,경인양행
388050,지투파워
071200,인피니트헬스케어
002100,경농
084680,이월드
044820,코스맥스비티아이
000300,DH오토넥스
226590,엠디바이스
187790,나노
042420,네오위즈홀딩스
011690,와이투솔루션
203400,에이비온
293580,나우IB
118990,모트렉스
114840,아이패밀리에스씨
079960,동양이엔피
267320,나인테크
080160,모두투어
143160,아이디스
092130,이크레더블
058820,CMG제약
140610,엔솔바이오사이언스
209640,와이제이링크
016450,한세예스24홀딩스
115500,케이씨에스
458650,성우
462520,조선내화
166480,코아스템켐온
025820,이구산업
077500,유니퀘스트
011785,금호석유화학우
403850,더핑크퐁컴퍼니
049430,코메론
037030,파워넷
101530,해태제과식품
032620,GC메디아이
016880,웅진
097955,CJ제일제당 우
140670,알에스오토메이션
025560,미래산업
015230,대창단조
086980,쇼박스
380550,뉴로핏
400760,NH올원리츠
017550,수산세보틱스
285490,노바텍
259630,엠플러스
083500,에프엔에스테크
293480,하나제약
000860,강남제비스코
053080,케이엔솔
038390,레드캡투어
143240,사람인
004150,한솔홀딩스
460850,동국씨엠
000520,삼일제약
445180,퓨릿
007330,푸른저축은행
060150,인선이엔티
066410,버킷스튜디오
260870,SK시그넷
046070,코다코
095700,제넥신
049960,쎌바이오텍
051980,중앙첨단소재
147830,제룡산업
071840,롯데하이마트
007570,일양약품
023910,대한약품
082800,비보존 제약
271980,제일약품
234690,녹십자웰빙
081000,일진다이아
004090,한국석유
289930,웨이비스
331920,셀레믹스
104480,티케이케미칼
018470,조일알미늄
046440,KG파이낸셜
106190,하이텍팜
321370,센서뷰
473980,노머스
002170,SYTS
289080,SV인베스트먼트
0011A0,액스비스
036010,아비코전자
005990,매일홀딩스
011040,경동제약
213500,한솔제지
047310,파워로직스
300080,플리토
090350,노루페인트
179290,엠아이텍
062970,한국첨단소재
003830,대한화섬
005960,동부건설
086670,비엠티
000020,동화약품
221800,지구홀딩스
073010,케이에스피
388790,라이콤
039560,다산네트웍스
282880,코윈테크
000970,한국주철관
048870,시너지이노베이션
072870,메가스터디
299030,하나기술
067280,멀티캠퍼스
293780,압타바이오
054800,아이디스홀딩스
142210,유니트론텍
307930,컴퍼니케이
264660,씨앤지하이테크
125210,아모그린텍
396300,세아메카닉스
006060,화승인더
260970,에스앤디
298000,효성화학
101170,우림피티에스
003480,한진중공업홀딩스
222040,코스맥스엔비티
004970,신라교역
474610,RF시스템즈
001540,안국약품
001520,동양
220260,켐트로스
469610,이노테크
002990,금호건설
021080,에이티넘인베스트
317400,자이에스앤디
040350,크레오에스지
105330,케이엔더블유
334970,프레스티지바이오로직스
040160,누리플렉스
059120,아진엑스텍
041440,현대에버다임
094280,효성ITX
008830,대동기어
093190,빅솔론
158430,아톤
008970,KBI동양철관
297890,HB솔루션
307750,국전
217950,파마리서치바이오
023600,삼보판지
005160,동국산업
056090,시지메드텍
015890,태경산업
210540,디와이파워
017510,세명전기
240550,동방메디컬
00279K,아모레퍼시픽홀딩스3우C
204610,티쓰리
049720,고려신용정보
108230,톱텍
000700,유수홀딩스
263860,지니언스
038290,마크로젠
214420,토니모리
272550,삼양패키징
009070,KCTC
013990,아가방컴퍼니
037350,성도이엔지
101970,우양에이치씨
217270,넵튠
002780,진흥기업
019180,티에이치엔
452190,한빛레이저
032940,원익
453450,그리드위즈
011280,태림포장
109740,디에스케이
214390,경보제약
001360,삼성제약
408920,메쎄이상
086890,이수앱지스
0004V0,엔비알모션
396270,넥스트칩
269620,시스웍
357580,아모센스
340450,지씨지놈
054920,한컴위드
016740,두올
014710,사조씨푸드
148150,세경하이테크
090850,현대이지웰
322180,LS티라유텍
095190,신화프리텍
024090,디씨엠
107590,미원홀딩스
115310,인포바인
089470,HDC현대EP
047560,이스트소프트
475230,엔알비
078000,텔코웨어
381620,제닉스로보틱스
003100,선광
163730,핑거
297090,씨에스베어링
136540,윈스테크넷
192410,오늘이엔엠
256940,킵스파마
068790,DMS
015590,DKME
014280,금강공업
004080,신흥
053700,삼보모터스
205500,넥써쓰
008040,사조동아원
122450,KX
333430,일승
306620,지아이에스
205100,엑셈
037070,파세코
950250,테라뷰
079430,현대리바트
036690,코맥스
069510,에스텍
350520,이지스레지던스리츠
290740,액트로
004960,한신공영
377480,마음AI
323990,박셀바이오
002220,한일철강
323350,다원넥스뷰
088130,동아엘텍
009270,신원
007540,샘표
067990,도이치모터스
078890,가온그룹
005800,신영와코루
051160,지어소프트
052900,KX하이텍
027710,팜스토리
212560,네오오토
020120,키다리스튜디오
123040,엠에스오토텍
267290,경동도시가스
027970,한국제지
33626K,두산퓨얼셀1우
336680,탑런토탈솔루션
036630,세종텔레콤
086960,MDS테크
012800,대창
080420,모다이노칩
366030,공구우먼
084670,동양고속
035000,HS애드
115440,우리넷
040300,YTN
054540,삼영엠텍
010100,한국무브넥스
215100,로보로보
012320,경동인베스트
007610,선도전기
002620,제일파마홀딩스
365330,에스와이스틸텍
013520,화승코퍼레이션
107600,새빗켐
013310,아진산업
006620,동구바이오제약
156100,엘앤케이바이오
089600,KT나스미디어
070960,모나용평
014530,극동유화
338220,뷰노
002450,삼익악기
129920,대성하이텍
310200,애니플러스
021820,세원정공
016710,대성홀딩스
093640,케이알엠
063570,NICE인프라
235980,메드팩토
382840,원준
041590,플래스크
172670,에이엘티
025620,차AI헬스케어
009580,무림P&P
073560,우리손에프앤지
071280,로체시스템즈
412350,레이저쎌
475580,에이럭스
263720,디앤씨미디어
339950,아이비김영
006660,삼성공조
038540,상상인
014580,태경비케이
067900,와이엔텍
120030,조선선재
054050,NH농우바이오
034590,인천도시가스
052260,현대바이오랜드
021320,KCC건설
018120,진로발효
109610,에스와이
141000,비아트론
214680,디알텍
234030,싸이닉솔루션
041520,이엘씨
002390,한독
083420,그린케미칼
004250,NPC
227840,현대코퍼레이션홀딩스
396470,워트
011000,진원생명과학
212710,아이에스티이
007210,벽산
217820,원익피앤이
417500,제이아이테크
487580,폴레드
049520,유아이엘
309960,LB인베스트먼트
002230,피에스텍
389030,지니너스
047770,코데즈컴바인
011810,STX
123690,한국화장품
049950,미래컴퍼니
330730,스톤브릿지벤처스
322510,제이엘케이
250060,모비스
950190,고스트스튜디오
255440,야스
267850,아시아나IDT
149980,하이로닉
456070,이엔셀
009780,엠에스씨
025950,동신건설
317770,엑스페릭스
131030,옵투스제약
223250,드림씨아이에스
001290,상상인증권
085670,뉴프렉스
065450,빅텍
228850,레이언스
225190,LK삼양
104460,디와이피엔에프
042510,라온시큐어
002460,HS화성
248170,샘표식품
005860,한일사료
039980,폴라리스AI
045970,코아시아
413630,씨피시스템
493330,지에프아이
360070,탑머티리얼
052860,아이앤씨
096250,와이즈넛
014790,HL D&I
331740,아우토크립트
067830,세이브존I&C
0015S0,페스카로
035080,그래디언트
389140,포바이포
229500,노브메타파마
039340,한국경제TV
008700,아남전자
044990,에이치엔에스하이텍
264900,크라운제과
136150,원일티엔아이
029480,광무
000440,중앙에너비스
489460,바이오비쥬
0007J0,인벤테라
119650,KC코트렐
053260,금강철강
013570,디와이
189330,씨이랩
217330,싸이토젠
092040,아미코젠
023450,동남합성
038110,에코플라스틱
058850,KTcs
074430,아미노로직스
451220,아이엠티
023900,풍국주정
282720,금양그린파워
246720,아스타
049080,기가레인
066430,아이로보틱스
182360,큐브엔터
059270,해성에어로보틱스
059210,메타바이오메드
